date,Sindex,Sindex_err,RHK,RHK_err
0.02992603364910984,0.51777563464308,451.96249626226216,-4.495842166542799,411.3372922486383
0.023696974066629295,0.5147658357290186,461.19346055914866,-4.498590101255615,422.40277392921877
0.009882439597522108,0.5031097428234885,444.00682040402376,-4.50939921202087,416.91005839430926
0.006428804825839407,0.48396945065070357,475.394503287446,-4.527753870254191,465.6520785188294
0.0012431400004633275,0.5058093992607267,787.8095698472899,-4.506871678925858,735.4386512681593
0.01160925467455165,0.5055442904228532,435.04226936311574,-4.507119234766149,406.35369216401455
0.02197015877970898,0.5126972381399187,495.31049933780156,-4.500488855099808,455.637970538799
0.03165285313387223,0.5128287217078396,379.0042002783393,-4.500367919716292,348.5503012284668
-0.005658909948614621,0.4948731021950995,639.5137095661507,-4.517202881044709,611.3730066068782
-0.00048367969418983137,0.5065471381935959,562.895260772766,-4.506183527869605,524.643914504997
-0.0022052797945573133,0.5051455640051215,580.8017766025678,-4.5074918272143485,542.9668097512415
-0.003932094871586855,0.504323418648689,615.5503060613862,-4.508261096748345,576.4719337729007
0.054106687200038195,0.5115247728811375,446.62663223121274,-4.501568751750583,411.87638070078737
0.05583350227706774,0.5170340754576367,435.59248939456864,-4.496517594721376,397.0557569770744
0.04201896801785132,0.5129201851450205,448.79735419027764,-4.500283813730829,412.6554842711781
0.03683851816913908,0.5146534337381221,454.1433640659669,-4.498693061390682,416.0442783242293
0.050653052428355494,0.5150030337839974,427.5519759058744,-4.498372908095971,391.39506513822676
0.05237986771527581,0.5179744396781246,425.22153202736223,-4.495661269022502,386.83880814405234
0.018516524217917052,0.5127924169299467,455.35578952303587,-4.500401308601411,418.7990529885032
0.03510648790555493,0.4990857422722288,446.0345518763838,-4.513194169026771,422.4897637407291
0.015062889446234351,0.5068039408315279,463.7502347092864,-4.505944242095603,431.9981671095285
0.004701989748809865,0.5006183769660664,456.90412619137567,-4.511744858374677,431.3436988081901
0.013336074369204809,0.5027439070576257,428.8256318066487,-4.509742857555537,402.97408085035835
0.038565337653901466,0.5168575536752043,453.758115228365,-4.496678529491267,413.7675753188508
0.008155624520492566,0.5063351204543682,467.99441313385626,-4.5063811829904905,436.3905839556475
0.04029215273093101,0.5137328281954915,433.09458851272126,-4.499537255261953,397.53331678475115
0.002975174671780323,0.5004840571766647,1176.7144358223193,-4.5118716824751735,1111.2103645093312
0.03337966821090177,0.4922788875860245,406.50330866663444,-4.51969005002389,390.847784479486
0.016789708930994962,0.5118607212984658,445.9948097265617,-4.501259052601517,411.0005252520455
0.020243339294946594,0.5096102860658718,507.6267043143043,-4.5033378783578035,470.04112672166025
-0.009117764314584775,0.5083137485362648,679.5817206000576,-4.50454008037614,631.0086152020804
-0.010844579391614317,0.5100352782129602,715.8382887379936,-4.502944531563499,662.2362890683821
-0.012571399086269253,0.5136226168066785,722.7214268652631,-4.499638429009285,663.5335385293778
-0.007385729643269556,0.5122059240651241,744.5302683486786,-4.500941052081588,685.6096633341518
-0.014292999186634958,0.5130289206793106,734.8492123712485,-4.500183846228499,675.5159360948796
0.04892623735132595,0.485893832822447,421.7710668253858,-4.525873003880774,411.3422390302898
0.047199417866563564,0.5168642384956793,454.01334412984534,-4.496672433859133,413.9944996781137
0.04547260257964325,0.4827781293234718,687.2849593991718,-4.528922347916466,675.0138867424375
0.04374578750261371,0.5134552957186997,626.5599865971609,-4.499792074369139,575.4508693903965
